"personnage_id","personnage","scene_number","scene_heading","source_principale","reference_iliade","present_dans_characters","mentionne_dans_analyse"
"hector","Hector","12","INT. PALACE - COURTYARD - LATER","Adaptation Cin̩ma","","True","False"
"hector","Hector","14","EXT. SHIP'S DECK - DAY","Adaptation Cin̩ma","","True","False"
"hector","Hector","15","INT. TROJAN SHIP","Le Cycle Troyen","","True","False"
"hector","Hector","18","EXT. TROJAN SHIP","Adaptation Cin̩ma","","True","False"
"hector","Hector","21","INT. MYCENAE CITADEL - THRONE ROOM - NIGHT","Adaptation Cin̩ma","","False","True"
"hector","Hector","23","EXT. SEASIDE CLIFF - LATE AFTERNOON","Adaptation Cin̩ma","","False","True"
"hector","Hector","28","EXT. TROY - DAY","Le Cycle Troyen","","False","True"
"hector","Hector","29","EXT. PALACE OF TROY","L'Iliade","Chant VI","True","False"
"hector","Hector","30","INT. PRIAM'S MEETING HALL - DAY","Adaptation Cin̩ma","","True","False"
"hector","Hector","32","INT. PARIS'S BEDCHAMBER - NIGHT","Adaptation Cin̩ma","","False","True"
"hector","Hector","35","INT. HECTOR'S CHAMBER - CONTINUOUS","L'Iliade","Chant VI","False","True"
"hector","Hector","44","INT. TROJAN ARMORY - DAY","Adaptation Cin̩ma","","True","False"
"hector","Hector","46","EXT. GATES OF TROY - DAY","Adaptation Cin̩ma","","True","False"
"hector","Hector","50","EXT. ACHILLES' WARSHIP - CONTINUOUS","Adaptation Cin̩ma","","False","True"
"hector","Hector","51","EXT. TROJAN BEACH - DAY","Adaptation Cin̩ma","","False","True"
"hector","Hector","53","EXT. TROJAN PLAIN - DAY","Adaptation Cin̩ma","","False","True"
"hector","Hector","54","EXT. TROJAN BEACH - CONTINUOUS","Adaptation Cin̩ma","","False","True"
"hector","Hector","55","EXT. AJAX'S SHIP - CONTINUOUS","L'Iliade","Chant VII","False","True"
"hector","Hector","56","EXT. TROJAN BEACH DUNES - DAY","Adaptation Cin̩ma","","True","False"
"hector","Hector","58","EXT. AJAX'S SHIP - CONTINUOUS","L'Iliade","Chant VII","False","True"
"hector","Hector","59","EXT. TEMPLE OF APOLLO - CONTINUOUS","Adaptation Cin̩ma","","False","True"
"hector","Hector","60","EXT. TROJAN BEACH - CONTINUOUS","Adaptation Cin̩ma","","False","True"
"hector","Hector","61","EXT. TEMPLE OF APOLLO - CONTINUOUS","Adaptation Cin̩ma","","False","True"
"hector","Hector","62","EXT. TROJAN BEACH - DAY","L'Iliade","Chant VII","False","True"
"hector","Hector","63","INT. TEMPLE OF APOLLO - DAY","Adaptation Cin̩ma","","False","True"
"hector","Hector","64","EXT. TROJAN BEACH - DAY","Adaptation Cin̩ma","","False","True"
"hector","Hector","65","INT. ALTAR ROOM - DAY","Adaptation Cin̩ma","","True","False"
"hector","Hector","66","EXT. TEMPLE OF APOLLO - CONTINUOUS","Adaptation Cin̩ma","","True","False"
"hector","Hector","67","EXT. TROJAN BEACH - DAY","Adaptation Cin̩ma","","False","True"
"hector","Hector","74","EXT. CITY OF TROY - DUSK","Adaptation Cin̩ma","","False","True"
"hector","Hector","76","INT. PRIAM'S MEETING HALL - NIGHT","L'Iliade","Chant III, Chant XII","True","False"
"hector","Hector","78","INT. HECTOR'S CHAMBER - NIGHT","L'Iliade","Chant VI","True","False"
"hector","Hector","79","INT. PALACE HALL - LATER","Adaptation Cin̩ma","","True","False"
"hector","Hector","80","EXT. PALACE GARDEN - CONTINUOUS","Adaptation Cin̩ma","","True","False"
"hector","Hector","84","EXT. BATTLEFIELD - CONTINUOUS","L'Iliade","Chant III","True","False"
"hector","Hector","87","EXT. BATTLEFIELD - DAY","L'Iliade","Chant III","True","False"
"hector","Hector","89","EXT. BATTLEFIELD - DAY","L'Iliade","Chant III","True","False"
"hector","Hector","92","EXT. BATTLEFIELD - CONTINUOUS","L'Iliade","Chant III","False","True"
"hector","Hector","93","EXT. WALLS OF TROY - CONTINUOUS","L'Iliade","Chant III","False","True"
"hector","Hector","94","EXT. BATTLEFIELD - CONTINUOUS","Adaptation Cin̩ma","","True","False"
"hector","Hector","96","EXT. BATTLEFIELD - CONTINUOUS","Adaptation Cin̩ma","","True","False"
"hector","Hector","98","EXT. BATTLEFIELD - CONTINUOUS","Adaptation Cin̩ma","","False","True"
"hector","Hector","102","EXT. BATTLEFIELD","Adaptation Cin̩ma","","False","True"
"hector","Hector","103","EXT. BEACH ENCAMPMENT","L'Iliade","Chant VII","True","False"
"hector","Hector","105","INT. PARIS'S BEDCHAMBER -NIGHT","Adaptation Cin̩ma","","True","False"
"hector","Hector","116","INT. PRIAM'S MEETING HALL - MORNING","L'Iliade","Chant XII","True","False"
"hector","Hector","120","EXT. HIGH DUNES - CONTINUOUS","Adaptation Cin̩ma","","False","True"
"hector","Hector","121","EXT. BEACH ENCAMPMENT - CONTINUOUS","L'Iliade","Chant XVI","True","False"
"hector","Hector","122","EXT. ACHILLES' WARSHIP - LATER","L'Iliade","Chant XVIII","False","True"
"hector","Hector","123","EXT. PALACE GARDEN - NIGHT","Adaptation Cin̩ma","","False","True"
"hector","Hector","124","INT. PALACE OF TROY - SUBTERRANEAN LEVEL - NIGHT","L'Iliade","Chant VI","True","False"
"hector","Hector","126","EXT./INT. MONTAGE - NIGHT","Adaptation Cin̩ma","","False","True"
"hector","Hector","128","EXT. ACHILLES' TENT - DAWN","L'Iliade","Chant XIX","False","True"
"hector","Hector","130","INT. HECTOR'S CHAMBER - DAWN","L'Iliade","Chant XXII","False","True"
"hector","Hector","131","EXT. SHRINE OF APOLLO - MORNING","Adaptation Cin̩ma","","False","True"
"hector","Hector","132","EXT. ACHILLES' TENT - MORNING","Adaptation Cin̩ma","","False","True"
"hector","Hector","133","EXT. WALLS OF TROY - DAY","L'Iliade","Chant XXII","False","True"
"hector","Hector","134","EXT. BATTLEFIELD - DAY","L'Iliade","Chant XXII","False","True"
"hector","Hector","135","EXT. WALLS OF TROY - CONTINUOUS","L'Iliade","Chant XXII","False","True"
"hector","Hector","136","EXT. BATTLEFIELD - CONTINUOUS","L'Iliade","Chant XXII","False","True"
"hector","Hector","137","EXT. WALLS OF TROY - DAY","Adaptation Cin̩ma","","True","False"
"hector","Hector","138","EXT. BATTLEFIELD - DAY","L'Iliade","Chant XXII","False","True"
"hector","Hector","139","EXT. BATTLEFIELD - CONTINUOUS","L'Iliade","Chant XXII","False","True"
"hector","Hector","140","EXT. WALLS OF TROY - CONTINUOUS","L'Iliade","Chant VI, Chant XXII","True","False"
"hector","Hector","141","EXT. BATTLEFIELD - DAY","L'Iliade","Chant XXII","True","False"
"hector","Hector","142","EXT. HIGH DUNES - DAY","L'Iliade","Chant XXII","False","True"
"hector","Hector","143","EXT. BATTLEFIELD - DAY","L'Iliade","Chant XXII","False","True"
"hector","Hector","144","EXT. WALLS OF TROY - CONTINUOUS","L'Iliade","Chant XXII","False","True"
"hector","Hector","145","EXT. BATTLEFIELD - CONTINUOUS","L'Iliade","Chant XXII","False","True"
"hector","Hector","146","EXT. WALLS OF TROY - CONTINUOUS","L'Iliade","Chant XXII","False","True"
"hector","Hector","147","EXT. BATTLEFIELD - CONTINUOUS","L'Iliade","Chant XXII","False","True"
"hector","Hector","148","EXT. WALLS OF TROY - CONTINUOUS","L'Iliade","Chant XXII, Chant XXIV","False","True"
"hector","Hector","149","EXT. BATTLEFIELD - CONTINUOUS","L'Iliade","Chant XXII","False","True"
"hector","Hector","151","EXT. HIGH DUNES - DAY","L'Iliade","Chant XXII","False","True"
"hector","Hector","152","EXT. BEACH ENCAMPMENT - DAY","L'Iliade","Chant XXII","False","True"
"hector","Hector","153","INT. ACHILLES' TENT - CONTINUOUS","Adaptation Cin̩ma","","False","True"
"hector","Hector","155","INT. ACHILLES' TENT - NIGHT","Adaptation Cin̩ma","","False","True"
"hector","Hector","157","INT. ACHILLES' TENT - NIGHT","L'Iliade","Chant XXIV","False","True"
"hector","Hector","158","EXT. ACHILLES' TENT - MOMENTS LATER - NIGHT","L'Iliade","Chant XXIV","False","True"
"hector","Hector","159","INT. ACHILLES' TENT - LATER - NIGHT","L'Iliade","Chant XXIV","False","True"
"hector","Hector","160","EXT. BEACH ENCAMPMENT - CONTINUOUS","L'Iliade","Chant XXIV","False","True"
"hector","Hector","161","INT. AGAMEMNON'S TENT - DAY","Adaptation Cin̩ma","","False","True"
"hector","Hector","164","EXT. MAIN SQUARE OF TROY - NIGHT","L'Iliade","Chant XXIV","False","True"
"hector","Hector","171","EXT. MAIN SQUARE OF TROY - DAY","Adaptation Cin̩ma","","False","True"
"hector","Hector","186","EXT. PALACE GARDEN - NIGHT","Adaptation Cin̩ma","","False","True"
"hector","Hector","189","EXT. PALACE OF TROY - NIGHT","Adaptation Cin̩ma","","False","True"
"hector","Hector","193","INT. SHRINE OF ZEUS - NIGHT","Adaptation Cin̩ma","","False","True"
"hector","Hector","199","INT. PALACE - CONTINUOUS","Adaptation Cin̩ma","","False","True"
"hector","Hector","202","EXT. SCAMANDER RIVER - DAWN","Adaptation Cin̩ma","","False","True"
"helene","Helene","8","INT. PALACE OF SPARTA - RECEPTION HALL - CONTINUOUS","Le Cycle Troyen","","True","False"
"helene","Helene","9","INT. HELEN'S CHAMBER - NIGHT","Le Cycle Troyen","","True","False"
"helene","Helene","11","INT. HELEN'S CHAMBER - NIGHT (LATER)","Le Cycle Troyen","","True","False"
"helene","Helene","15","INT. TROJAN SHIP","Le Cycle Troyen","","True","False"
"helene","Helene","16","INT. PALACE OF SPARTA - HELEN'S BEDCHAMBER - DAY","Le Cycle Troyen","","False","True"
"helene","Helene","17","INT. HELEN'S BEDCHAMBER","Adaptation Cin̩ma","","False","True"
"helene","Helene","29","EXT. PALACE OF TROY","L'Iliade","Chant VI","True","False"
"helene","Helene","32","INT. PARIS'S BEDCHAMBER - NIGHT","Adaptation Cin̩ma","","True","False"
"helene","Helene","80","EXT. PALACE GARDEN - CONTINUOUS","Adaptation Cin̩ma","","True","False"
"helene","Helene","88","EXT. WALLS OF TROY - DAY","L'Iliade","Chant III","True","False"
"helene","Helene","105","INT. PARIS'S BEDCHAMBER -NIGHT","Adaptation Cin̩ma","","True","False"
"helene","Helene","148","EXT. WALLS OF TROY - CONTINUOUS","L'Iliade","Chant XXII, Chant XXIV","True","False"
"helene","Helene","171","EXT. MAIN SQUARE OF TROY - DAY","Adaptation Cin̩ma","","True","False"
"helene","Helene","184","INT. PARIS'S BEDCHAMBER - NIGHT","Adaptation Cin̩ma","","True","False"
"helene","Helene","187","INT. PALACE OF TROY - SUBTERRANEAN LEVEL - NIGHT","H̩ritage Gr̩co-Romain","","True","False"
"menelas","Menelas","7","EXT. IONIAN SEA - DUSK","Le Cycle Troyen","","False","True"
"menelas","Menelas","8","INT. PALACE OF SPARTA - RECEPTION HALL - CONTINUOUS","Le Cycle Troyen","","True","False"
"menelas","Menelas","17","INT. HELEN'S BEDCHAMBER","Adaptation Cin̩ma","","True","False"
"menelas","Menelas","20","INT. MYCENAE CITADEL - THRONE ROOM - DAY","Adaptation Cin̩ma","","True","False"
"menelas","Menelas","41","EXT. AGAMEMNON'S WARSHIP","Adaptation Cin̩ma","","True","False"
"menelas","Menelas","89","EXT. BATTLEFIELD - DAY","L'Iliade","Chant III","True","False"
"menelas","Menelas","92","EXT. BATTLEFIELD - CONTINUOUS","L'Iliade","Chant III","True","False"
"menelas","Menelas","94","EXT. BATTLEFIELD - CONTINUOUS","Adaptation Cin̩ma","","True","False"
"paris","Paris","8","INT. PALACE OF SPARTA - RECEPTION HALL - CONTINUOUS","Le Cycle Troyen","","True","False"
"paris","Paris","9","INT. HELEN'S CHAMBER - NIGHT","Le Cycle Troyen","","True","False"
"paris","Paris","11","INT. HELEN'S CHAMBER - NIGHT (LATER)","Le Cycle Troyen","","True","False"
"paris","Paris","12","INT. PALACE - COURTYARD - LATER","Adaptation Cin̩ma","","True","False"
"paris","Paris","14","EXT. SHIP'S DECK - DAY","Adaptation Cin̩ma","","True","False"
"paris","Paris","15","INT. TROJAN SHIP","Le Cycle Troyen","","True","False"
"paris","Paris","18","EXT. TROJAN SHIP","Adaptation Cin̩ma","","True","False"
"paris","Paris","29","EXT. PALACE OF TROY","L'Iliade","Chant VI","True","False"
"paris","Paris","32","INT. PARIS'S BEDCHAMBER - NIGHT","Adaptation Cin̩ma","","True","False"
"paris","Paris","76","INT. PRIAM'S MEETING HALL - NIGHT","L'Iliade","Chant III, Chant XII","True","False"
"paris","Paris","77","EXT. PALACE GARDEN - NIGHT","Adaptation Cin̩ma","","True","False"
"paris","Paris","84","EXT. BATTLEFIELD - CONTINUOUS","L'Iliade","Chant III","True","False"
"paris","Paris","89","EXT. BATTLEFIELD - DAY","L'Iliade","Chant III","True","False"
"paris","Paris","94","EXT. BATTLEFIELD - CONTINUOUS","Adaptation Cin̩ma","","True","False"
"paris","Paris","105","INT. PARIS'S BEDCHAMBER -NIGHT","Adaptation Cin̩ma","","True","False"
"paris","Paris","140","EXT. WALLS OF TROY - CONTINUOUS","L'Iliade","Chant VI, Chant XXII","True","False"
"paris","Paris","168","EXT. BEACH ENCAMPMENT - DAY","H̩ritage Gr̩co-Romain","","True","False"
"paris","Paris","171","EXT. MAIN SQUARE OF TROY - DAY","Adaptation Cin̩ma","","True","False"
"paris","Paris","184","INT. PARIS'S BEDCHAMBER - NIGHT","Adaptation Cin̩ma","","False","True"
"paris","Paris","187","INT. PALACE OF TROY - SUBTERRANEAN LEVEL - NIGHT","H̩ritage Gr̩co-Romain","","True","False"
"patrocle","Patrocle","23","EXT. SEASIDE CLIFF - LATE AFTERNOON","Adaptation Cin̩ma","","True","False"
"patrocle","Patrocle","27","EXT. ACHILLES' WARSHIP - DAY","Adaptation Cin̩ma","","False","True"
"patrocle","Patrocle","45","EXT. ACHILLES' WARSHIP","Adaptation Cin̩ma","","True","False"
"patrocle","Patrocle","50","EXT. ACHILLES' WARSHIP - CONTINUOUS","Adaptation Cin̩ma","","False","True"
"patrocle","Patrocle","57","EXT. TEMPLE OF APOLLO - DAY","Adaptation Cin̩ma","","False","True"
"patrocle","Patrocle","61","EXT. TEMPLE OF APOLLO - CONTINUOUS","Adaptation Cin̩ma","","False","True"
"patrocle","Patrocle","74","EXT. CITY OF TROY - DUSK","Adaptation Cin̩ma","","False","True"
"patrocle","Patrocle","82","INT. ACHILLES' TENT - LATER - DAY","L'Iliade","Chant I, Chant IX","True","False"
"patrocle","Patrocle","86","EXT. BLUFF - DAY","Adaptation Cin̩ma","","False","True"
"patrocle","Patrocle","91","EXT. BLUFF - CONTINUOUS","L'Iliade","Chant III","False","True"
"patrocle","Patrocle","98","EXT. BATTLEFIELD - CONTINUOUS","Adaptation Cin̩ma","","False","True"
"patrocle","Patrocle","99","EXT. BLUFF - CONTINUOUS","Adaptation Cin̩ma","","False","True"
"patrocle","Patrocle","109","EXT. ACHILLES' TENT - NIGHT","Adaptation Cin̩ma","","False","True"
"patrocle","Patrocle","110","INT. ACHILLES' TENT - LATER","Adaptation Cin̩ma","","False","True"
"patrocle","Patrocle","115","EXT. ACHILLES' TENT - CONTINUOUS","L'Iliade","Chant IX, Chant XVI","True","False"
"patrocle","Patrocle","121","EXT. BEACH ENCAMPMENT - CONTINUOUS","L'Iliade","Chant XVI","False","True"
"patrocle","Patrocle","122","EXT. ACHILLES' WARSHIP - LATER","L'Iliade","Chant XVIII","False","True"
"patrocle","Patrocle","124","INT. PALACE OF TROY - SUBTERRANEAN LEVEL - NIGHT","L'Iliade","Chant VI","False","True"
"patrocle","Patrocle","125","EXT. BEACH ENCAMPMENT - NIGHT","L'Iliade","Chant XVIII, Chant XXIII","False","True"
"patrocle","Patrocle","126","EXT./INT. MONTAGE - NIGHT","Adaptation Cin̩ma","","False","True"
"patrocle","Patrocle","127","EXT. BEACH ENCAMPMENT - DAWN","Adaptation Cin̩ma","","False","True"
"patrocle","Patrocle","128","EXT. ACHILLES' TENT - DAWN","L'Iliade","Chant XIX","False","True"
"patrocle","Patrocle","130","INT. HECTOR'S CHAMBER - DAWN","L'Iliade","Chant XXII","False","True"
"patrocle","Patrocle","132","EXT. ACHILLES' TENT - MORNING","Adaptation Cin̩ma","","False","True"
"patrocle","Patrocle","141","EXT. BATTLEFIELD - DAY","L'Iliade","Chant XXII","False","True"
"patrocle","Patrocle","153","INT. ACHILLES' TENT - CONTINUOUS","Adaptation Cin̩ma","","False","True"
"patrocle","Patrocle","155","INT. ACHILLES' TENT - NIGHT","Adaptation Cin̩ma","","False","True"
"patrocle","Patrocle","157","INT. ACHILLES' TENT - NIGHT","L'Iliade","Chant XXIV","False","True"
"patrocle","Patrocle","160","EXT. BEACH ENCAMPMENT - CONTINUOUS","L'Iliade","Chant XXIV","False","True"
"priam","Priam","8","INT. PALACE OF SPARTA - RECEPTION HALL - CONTINUOUS","Le Cycle Troyen","","False","True"
"priam","Priam","11","INT. HELEN'S CHAMBER - NIGHT (LATER)","Le Cycle Troyen","","False","True"
"priam","Priam","29","EXT. PALACE OF TROY","L'Iliade","Chant VI","True","False"
"priam","Priam","30","INT. PRIAM'S MEETING HALL - DAY","Adaptation Cin̩ma","","True","False"
"priam","Priam","36","INT. PRIAM'S MEETING HALL - DAY","Adaptation Cin̩ma","","False","True"
"priam","Priam","70","INT. ACHILLES' TENT - CONTINUOUS","L'Iliade","Chant I","False","True"
"priam","Priam","76","INT. PRIAM'S MEETING HALL - NIGHT","L'Iliade","Chant III, Chant XII","True","False"
"priam","Priam","77","EXT. PALACE GARDEN - NIGHT","Adaptation Cin̩ma","","True","False"
"priam","Priam","80","EXT. PALACE GARDEN - CONTINUOUS","Adaptation Cin̩ma","","False","True"
"priam","Priam","82","INT. ACHILLES' TENT - LATER - DAY","L'Iliade","Chant I, Chant IX","False","True"
"priam","Priam","83","EXT. WALLS OF TROY - DAY","L'Iliade","Chant III","False","True"
"priam","Priam","88","EXT. WALLS OF TROY - DAY","L'Iliade","Chant III","True","False"
"priam","Priam","90","EXT. WALLS OF TROY - CONTINUOUS","L'Iliade","Chant III","False","True"
"priam","Priam","93","EXT. WALLS OF TROY - CONTINUOUS","L'Iliade","Chant III","True","False"
"priam","Priam","116","INT. PRIAM'S MEETING HALL - MORNING","L'Iliade","Chant XII","True","False"
"priam","Priam","126","EXT./INT. MONTAGE - NIGHT","Adaptation Cin̩ma","","False","True"
"priam","Priam","133","EXT. WALLS OF TROY - DAY","L'Iliade","Chant XXII","False","True"
"priam","Priam","140","EXT. WALLS OF TROY - CONTINUOUS","L'Iliade","Chant VI, Chant XXII","True","False"
"priam","Priam","146","EXT. WALLS OF TROY - CONTINUOUS","L'Iliade","Chant XXII","False","True"
"priam","Priam","148","EXT. WALLS OF TROY - CONTINUOUS","L'Iliade","Chant XXII, Chant XXIV","True","False"
"priam","Priam","150","EXT. WALLS OF TROY - CONTINUOUS","L'Iliade","Chant XXII","False","True"
"priam","Priam","152","EXT. BEACH ENCAMPMENT - DAY","L'Iliade","Chant XXII","False","True"
"priam","Priam","153","INT. ACHILLES' TENT - CONTINUOUS","Adaptation Cin̩ma","","False","True"
"priam","Priam","154","EXT. BEACH ENCAMPMENT - NIGHT","L'Iliade","Chant XXIV","False","True"
"priam","Priam","155","INT. ACHILLES' TENT - NIGHT","Adaptation Cin̩ma","","False","True"
"priam","Priam","157","INT. ACHILLES' TENT - NIGHT","L'Iliade","Chant XXIV","True","False"
"priam","Priam","158","EXT. ACHILLES' TENT - MOMENTS LATER - NIGHT","L'Iliade","Chant XXIV","False","True"
"priam","Priam","159","INT. ACHILLES' TENT - LATER - NIGHT","L'Iliade","Chant XXIV","False","True"
"priam","Priam","160","EXT. BEACH ENCAMPMENT - CONTINUOUS","L'Iliade","Chant XXIV","True","False"
"priam","Priam","161","INT. AGAMEMNON'S TENT - DAY","Adaptation Cin̩ma","","False","True"
"priam","Priam","164","EXT. MAIN SQUARE OF TROY - NIGHT","L'Iliade","Chant XXIV","False","True"
"priam","Priam","168","EXT. BEACH ENCAMPMENT - DAY","H̩ritage Gr̩co-Romain","","True","False"
"priam","Priam","179","INT. PRIAM'S MEETING HALL - NIGHT","H̩ritage Gr̩co-Romain","","False","True"
"priam","Priam","187","INT. PALACE OF TROY - SUBTERRANEAN LEVEL - NIGHT","H̩ritage Gr̩co-Romain","","False","True"
"priam","Priam","189","EXT. PALACE OF TROY - NIGHT","Adaptation Cin̩ma","","False","True"
"priam","Priam","192","INT. MEETING HALL - NIGHT","H̩ritage Gr̩co-Romain","","True","False"
"priam","Priam","194","EXT. PALACE GARDEN - NIGHT","Adaptation Cin̩ma","","False","True"
"ulysse","Ulysse","22","EXT. ITHACA - DAY","H̩ritage Gr̩co-Romain","","True","False"
"ulysse","Ulysse","23","EXT. SEASIDE CLIFF - LATE AFTERNOON","Adaptation Cin̩ma","","True","False"
"ulysse","Ulysse","69","EXT. BEACH ENCAMPMENT - LATER","Adaptation Cin̩ma","","True","False"
"ulysse","Ulysse","72","INT. AGAMEMNON'S TENT - CONTINUOUS","L'Iliade","Chant I","True","False"
"ulysse","Ulysse","87","EXT. BATTLEFIELD - DAY","L'Iliade","Chant III","True","False"
"ulysse","Ulysse","89","EXT. BATTLEFIELD - DAY","L'Iliade","Chant III","True","False"
"ulysse","Ulysse","94","EXT. BATTLEFIELD - CONTINUOUS","Adaptation Cin̩ma","","True","False"
"ulysse","Ulysse","98","EXT. BATTLEFIELD - CONTINUOUS","Adaptation Cin̩ma","","True","False"
"ulysse","Ulysse","100","EXT. BATTLEFIELD - DAY","Adaptation Cin̩ma","","True","False"
"ulysse","Ulysse","107","INT. AGAMEMNON'S TENT - NIGHT","L'Iliade","Chant IX","True","False"
"ulysse","Ulysse","115","EXT. ACHILLES' TENT - CONTINUOUS","L'Iliade","Chant IX, Chant XVI","True","False"
"ulysse","Ulysse","119","EXT. AGAMEMNON'S TENT - DAY","Adaptation Cin̩ma","","False","True"
"ulysse","Ulysse","121","EXT. BEACH ENCAMPMENT - CONTINUOUS","L'Iliade","Chant XVI","True","False"
"ulysse","Ulysse","142","EXT. HIGH DUNES - DAY","L'Iliade","Chant XXII","False","True"
"ulysse","Ulysse","152","EXT. BEACH ENCAMPMENT - DAY","L'Iliade","Chant XXII","False","True"
"ulysse","Ulysse","162","EXT. CAMPFIRE - DAY","Le Cycle Troyen","","False","True"
"ulysse","Ulysse","163","EXT. AGAMEMNON'S TENT - DAY","Le Cycle Troyen","","False","True"
"ulysse","Ulysse","165","EXT. BEACH ENCAMPMENT - NIGHT","Le Cycle Troyen","","True","False"
"ulysse","Ulysse","171","EXT. MAIN SQUARE OF TROY - DAY","Adaptation Cin̩ma","","False","True"
"ulysse","Ulysse","174","EXT. MAIN SQUARE OF TROY - NIGHT","Le Cycle Troyen","","False","True"
"ulysse","Ulysse","180","EXT. TROJAN ARMORY - NIGHT","Adaptation Cin̩ma","","False","True"
"ulysse","Ulysse","185","EXT. STREETS OF TROY - NIGHT","Le Cycle Troyen","","False","True"
"ulysse","Ulysse","190","EXT. PALACE STAIRS - NIGHT","Le Cycle Troyen","","False","True"
"ulysse","Ulysse","191","INT. PALACE - RECEPTION HALL - NIGHT","Adaptation Cin̩ma","","False","True"
"ulysse","Ulysse","201","EXT. MAIN SQUARE OF TROY - DAWN","H̩ritage Gr̩co-Romain","","True","False"
